    Finished `dev` profile [unoptimized + debuginfo] target(s) in 0.04s
     Running `target\debug\atpg_rust.exe 499`
pattern generation (6 patterns):
parallel pattern single fault propagation (PPSFP):
PPSFP: starting pattern 1/6
PPSFP pattern 1/6 - fault 34/684 (N751, s-a-1) - processed 5.0% - detected 30/684 (4.4%)
PPSFP pattern 2/6 - fault 12/62 (N710, s-a-0) - processed 19.4% - detected 1/62 (1.6%)
PPSFP pattern 2/6 - fault 15/62 (N706, s-a-0) - processed 24.2% - detected 1/62 (1.6%)
PPSFP pattern 2/6 - fault 18/62 (N703, s-a-0) - processed 29.0% - detected 1/62 (1.6%)
PPSFP pattern 2/6 - fault 21/62 (N699, s-a-0) - processed 33.9% - detected 1/62 (1.6%)
PPSFP pattern 2/6 - fault 24/62 (N696, s-a-0) - processed 38.7% - detected 1/62 (1.6%)
PPSFP pattern 2/6 - fault 27/62 (N693, s-a-0) - processed 43.5% - detected 1/62 (1.6%)
PPSFP pattern 2/6 - fault 30/62 (N592, s-a-1) - processed 48.4% - detected 3/62 (4.8%)
PPSFP pattern 2/6 - fault 33/62 (N588, s-a-1) - processed 53.2% - detected 4/62 (6.5%)
PPSFP pattern 2/6 - fault 36/62 (N635, s-a-0) - processed 58.1% - detected 4/62 (6.5%)
PPSFP pattern 2/6 - fault 39/62 (N625, s-a-0) - processed 62.9% - detected 5/62 (8.1%)
PPSFP pattern 2/6 - fault 42/62 (N566, s-a-1) - processed 67.7% - detected 6/62 (9.7%)
PPSFP pattern 2/6 - fault 45/62 (N581, s-a-1) - processed 72.6% - detected 9/62 (14.5%)
PPSFP pattern 2/6 - fault 48/62 (N578, s-a-1) - processed 77.4% - detected 11/62 (17.7%)
PPSFP pattern 2/6 - fault 51/62 (N574, s-a-1) - processed 82.3% - detected 14/62 (22.6%)
PPSFP pattern 2/6 - fault 54/62 (N562, s-a-1) - processed 87.1% - detected 15/62 (24.2%)
PPSFP pattern 2/6 - fault 57/62 (N558, s-a-1) - processed 91.9% - detected 17/62 (27.4%)
PPSFP pattern 2/6 - fault 60/62 (N555, s-a-1) - processed 96.8% - detected 18/62 (29.0%)
PPSFP pattern 2/6 - fault 62/62 (N264, s-a-0) - processed 100.0% - detected 19/62 (30.6%)
PPSFP: pattern 2/6 done - detected in this pattern: 19 - cumulative detected: 641/684 (93.7%)
PPSFP: starting pattern 3/6
PPSFP pattern 3/6 - fault 2/43 (N721, s-a-0) - processed 4.7% - detected 0/43 (0.0%)
PPSFP pattern 3/6 - fault 4/43 (N718, s-a-0) - processed 9.3% - detected 0/43 (0.0%)
PPSFP pattern 3/6 - fault 6/43 (N716, s-a-0) - processed 14.0% - detected 0/43 (0.0%)
PPSFP pattern 3/6 - fault 8/43 (N714, s-a-0) - processed 18.6% - detected 0/43 (0.0%)
PPSFP pattern 3/6 - fault 10/43 (N711, s-a-0) - processed 23.3% - detected 1/43 (2.3%)
PPSFP pattern 3/6 - fault 12/43 (N709, s-a-0) - processed 27.9% - detected 1/43 (2.3%)
PPSFP pattern 3/6 - fault 14/43 (N706, s-a-0) - processed 32.6% - detected 1/43 (2.3%)
PPSFP pattern 3/6 - fault 16/43 (N704, s-a-0) - processed 37.2% - detected 1/43 (2.3%)
PPSFP pattern 3/6 - fault 18/43 (N702, s-a-0) - processed 41.9% - detected 1/43 (2.3%)
PPSFP pattern 3/6 - fault 20/43 (N699, s-a-0) - processed 46.5% - detected 2/43 (4.7%)
PPSFP pattern 3/6 - fault 22/43 (N697, s-a-0) - processed 51.2% - detected 2/43 (4.7%)
PPSFP pattern 3/6 - fault 24/43 (N695, s-a-0) - processed 55.8% - detected 2/43 (4.7%)
PPSFP pattern 3/6 - fault 26/43 (N693, s-a-0) - processed 60.5% - detected 2/43 (4.7%)
PPSFP pattern 3/6 - fault 28/43 (N590, s-a-1) - processed 65.1% - detected 2/43 (4.7%)
PPSFP pattern 3/6 - fault 30/43 (N587, s-a-1) - processed 69.8% - detected 4/43 (9.3%)
PPSFP pattern 3/6 - fault 32/43 (N635, s-a-0) - processed 74.4% - detected 4/43 (9.3%)
PPSFP pattern 3/6 - fault 34/43 (N625, s-a-0) - processed 79.1% - detected 5/43 (11.6%)
PPSFP pattern 3/6 - fault 36/43 (N620, s-a-0) - processed 83.7% - detected 6/43 (14.0%)
PPSFP pattern 3/6 - fault 38/43 (N597, s-a-0) - processed 88.4% - detected 7/43 (16.3%)
PPSFP pattern 3/6 - fault 40/43 (N595, s-a-0) - processed 93.0% - detected 7/43 (16.3%)
PPSFP pattern 3/6 - fault 42/43 (N555, s-a-1) - processed 97.7% - detected 7/43 (16.3%)
PPSFP pattern 3/6 - fault 43/43 (N270, s-a-0) - processed 100.0% - detected 8/43 (18.6%)
PPSFP: pattern 3/6 done - detected in this pattern: 8 - cumulative detected: 649/684 (94.9%)
PPSFP: starting pattern 4/6
PPSFP pattern 4/6 - fault 1/35 (N722, s-a-0) - processed 2.9% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 2/35 (N721, s-a-0) - processed 5.7% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 3/35 (N720, s-a-0) - processed 8.6% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 4/35 (N718, s-a-0) - processed 11.4% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 5/35 (N717, s-a-0) - processed 14.3% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 6/35 (N716, s-a-0) - processed 17.1% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 7/35 (N715, s-a-0) - processed 20.0% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 8/35 (N714, s-a-0) - processed 22.9% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 9/35 (N711, s-a-0) - processed 25.7% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 10/35 (N710, s-a-0) - processed 28.6% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 11/35 (N709, s-a-0) - processed 31.4% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 12/35 (N707, s-a-0) - processed 34.3% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 13/35 (N706, s-a-0) - processed 37.1% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 14/35 (N705, s-a-0) - processed 40.0% - detected 0/35 (0.0%)
PPSFP pattern 4/6 - fault 15/35 (N704, s-a-0) - processed 42.9% - detected 1/35 (2.9%)
PPSFP pattern 4/6 - fault 16/35 (N703, s-a-0) - processed 45.7% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 17/35 (N702, s-a-0) - processed 48.6% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 18/35 (N699, s-a-0) - processed 51.4% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 19/35 (N698, s-a-0) - processed 54.3% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 20/35 (N697, s-a-0) - processed 57.1% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 21/35 (N696, s-a-0) - processed 60.0% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 22/35 (N695, s-a-0) - processed 62.9% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 23/35 (N694, s-a-0) - processed 65.7% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 24/35 (N693, s-a-0) - processed 68.6% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 25/35 (N692, s-a-0) - processed 71.4% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 26/35 (N590, s-a-1) - processed 74.3% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 27/35 (N586, s-a-1) - processed 77.1% - detected 2/35 (5.7%)
PPSFP pattern 4/6 - fault 28/35 (N635, s-a-0) - processed 80.0% - detected 3/35 (8.6%)
PPSFP pattern 4/6 - fault 29/35 (N625, s-a-0) - processed 82.9% - detected 3/35 (8.6%)
PPSFP pattern 4/6 - fault 30/35 (N620, s-a-0) - processed 85.7% - detected 3/35 (8.6%)
PPSFP pattern 4/6 - fault 31/35 (N599, s-a-0) - processed 88.6% - detected 3/35 (8.6%)
PPSFP pattern 4/6 - fault 32/35 (N562, s-a-1) - processed 91.4% - detected 4/35 (11.4%)
PPSFP pattern 4/6 - fault 33/35 (N595, s-a-0) - processed 94.3% - detected 4/35 (11.4%)
PPSFP pattern 4/6 - fault 34/35 (N594, s-a-0) - processed 97.1% - detected 5/35 (14.3%)
PPSFP pattern 4/6 - fault 35/35 (N555, s-a-1) - processed 100.0% - detected 6/35 (17.1%)
PPSFP: pattern 4/6 done - detected in this pattern: 6 - cumulative detected: 655/684 (95.8%)
PPSFP: starting pattern 5/6
PPSFP pattern 5/6 - fault 1/29 (N722, s-a-0) - processed 3.4% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 2/29 (N721, s-a-0) - processed 6.9% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 3/29 (N720, s-a-0) - processed 10.3% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 4/29 (N718, s-a-0) - processed 13.8% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 5/29 (N717, s-a-0) - processed 17.2% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 6/29 (N716, s-a-0) - processed 20.7% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 7/29 (N715, s-a-0) - processed 24.1% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 8/29 (N714, s-a-0) - processed 27.6% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 9/29 (N711, s-a-0) - processed 31.0% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 10/29 (N710, s-a-0) - processed 34.5% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 11/29 (N709, s-a-0) - processed 37.9% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 12/29 (N707, s-a-0) - processed 41.4% - detected 0/29 (0.0%)
PPSFP pattern 5/6 - fault 13/29 (N706, s-a-0) - processed 44.8% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 14/29 (N705, s-a-0) - processed 48.3% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 15/29 (N702, s-a-0) - processed 51.7% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 16/29 (N699, s-a-0) - processed 55.2% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 17/29 (N698, s-a-0) - processed 58.6% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 18/29 (N697, s-a-0) - processed 62.1% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 19/29 (N696, s-a-0) - processed 65.5% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 20/29 (N695, s-a-0) - processed 69.0% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 21/29 (N694, s-a-0) - processed 72.4% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 22/29 (N693, s-a-0) - processed 75.9% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 23/29 (N692, s-a-0) - processed 79.3% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 24/29 (N590, s-a-1) - processed 82.8% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 25/29 (N586, s-a-1) - processed 86.2% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 26/29 (N625, s-a-0) - processed 89.7% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 27/29 (N620, s-a-0) - processed 93.1% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 28/29 (N599, s-a-0) - processed 96.6% - detected 1/29 (3.4%)
PPSFP pattern 5/6 - fault 29/29 (N595, s-a-0) - processed 100.0% - detected 2/29 (6.9%)
PPSFP: pattern 5/6 done - detected in this pattern: 2 - cumulative detected: 657/684 (96.1%)
PPSFP: starting pattern 6/6
PPSFP pattern 6/6 - fault 1/27 (N722, s-a-0) - processed 3.7% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 2/27 (N721, s-a-0) - processed 7.4% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 3/27 (N720, s-a-0) - processed 11.1% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 4/27 (N718, s-a-0) - processed 14.8% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 5/27 (N717, s-a-0) - processed 18.5% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 6/27 (N716, s-a-0) - processed 22.2% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 7/27 (N715, s-a-0) - processed 25.9% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 8/27 (N714, s-a-0) - processed 29.6% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 9/27 (N711, s-a-0) - processed 33.3% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 10/27 (N710, s-a-0) - processed 37.0% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 11/27 (N709, s-a-0) - processed 40.7% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 12/27 (N707, s-a-0) - processed 44.4% - detected 0/27 (0.0%)
PPSFP pattern 6/6 - fault 13/27 (N705, s-a-0) - processed 48.1% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 14/27 (N702, s-a-0) - processed 51.9% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 15/27 (N699, s-a-0) - processed 55.6% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 16/27 (N698, s-a-0) - processed 59.3% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 17/27 (N697, s-a-0) - processed 63.0% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 18/27 (N696, s-a-0) - processed 66.7% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 19/27 (N695, s-a-0) - processed 70.4% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 20/27 (N694, s-a-0) - processed 74.1% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 21/27 (N693, s-a-0) - processed 77.8% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 22/27 (N692, s-a-0) - processed 81.5% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 23/27 (N590, s-a-1) - processed 85.2% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 24/27 (N586, s-a-1) - processed 88.9% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 25/27 (N625, s-a-0) - processed 92.6% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 26/27 (N620, s-a-0) - processed 96.3% - detected 1/27 (3.7%)
PPSFP pattern 6/6 - fault 27/27 (N599, s-a-0) - processed 100.0% - detected 1/27 (3.7%)
PPSFP: pattern 6/6 done - detected in this pattern: 1 - cumulative detected: 658/684 (96.2%)
undetected faults after PPSFP: 26 

algorithmic pattern generation:
Using SAT backend: varisat
SAT: processing 1/26 (3.8%) - fault N586 s-a-1
N586 /1
SAT: 1/26 (3.8%) - found pattern for N586 (found 1/26)
SAT: processing 2/26 (7.7%) - fault N590 s-a-1
N590 /1
SAT: 2/26 (7.7%) - found pattern for N590 (found 2/26)
SAT: processing 3/26 (11.5%) - fault N599 s-a-0
N599 /0
SAT: 3/26 (11.5%) - found pattern for N599 (found 3/26)
SAT: processing 4/26 (15.4%) - fault N620 s-a-0
N620 /0
SAT: 4/26 (15.4%) - found pattern for N620 (found 4/26)
SAT: processing 5/26 (19.2%) - fault N625 s-a-0
N625 /0
SAT: 5/26 (19.2%) - found pattern for N625 (found 5/26)
SAT: processing 6/26 (23.1%) - fault N692 s-a-0
N692 /0
SAT: 6/26 (23.1%) - found pattern for N692 (found 6/26)
SAT: processing 7/26 (26.9%) - fault N693 s-a-0
N693 /0
SAT: 7/26 (26.9%) - found pattern for N693 (found 7/26)
SAT: processing 8/26 (30.8%) - fault N694 s-a-0
N694 /0
SAT: 8/26 (30.8%) - found pattern for N694 (found 8/26)
SAT: processing 9/26 (34.6%) - fault N695 s-a-0
N695 /0
SAT: 9/26 (34.6%) - found pattern for N695 (found 9/26)
SAT: processing 10/26 (38.5%) - fault N696 s-a-0
N696 /0
SAT: 10/26 (38.5%) - found pattern for N696 (found 10/26)
SAT: processing 11/26 (42.3%) - fault N697 s-a-0
N697 /0
SAT: 11/26 (42.3%) - found pattern for N697 (found 11/26)
SAT: processing 12/26 (46.2%) - fault N698 s-a-0
N698 /0
SAT: 12/26 (46.2%) - found pattern for N698 (found 12/26)
SAT: processing 13/26 (50.0%) - fault N699 s-a-0
N699 /0
SAT: 13/26 (50.0%) - found pattern for N699 (found 13/26)
SAT: processing 14/26 (53.8%) - fault N702 s-a-0
N702 /0
SAT: 14/26 (53.8%) - found pattern for N702 (found 14/26)
SAT: processing 15/26 (57.7%) - fault N707 s-a-0
N707 /0
SAT: 15/26 (57.7%) - found pattern for N707 (found 15/26)
SAT: processing 16/26 (61.5%) - fault N709 s-a-0
N709 /0
SAT: 16/26 (61.5%) - found pattern for N709 (found 16/26)
SAT: processing 17/26 (65.4%) - fault N710 s-a-0
N710 /0
SAT: 17/26 (65.4%) - found pattern for N710 (found 17/26)
SAT: processing 18/26 (69.2%) - fault N711 s-a-0
N711 /0
SAT: 18/26 (69.2%) - found pattern for N711 (found 18/26)
SAT: processing 19/26 (73.1%) - fault N714 s-a-0
N714 /0
SAT: 19/26 (73.1%) - found pattern for N714 (found 19/26)
SAT: processing 20/26 (76.9%) - fault N715 s-a-0
N715 /0
SAT: 20/26 (76.9%) - found pattern for N715 (found 20/26)
SAT: processing 21/26 (80.8%) - fault N716 s-a-0
N716 /0
SAT: 21/26 (80.8%) - found pattern for N716 (found 21/26)
SAT: processing 22/26 (84.6%) - fault N717 s-a-0
N717 /0
SAT: 22/26 (84.6%) - found pattern for N717 (found 22/26)
SAT: processing 23/26 (88.5%) - fault N718 s-a-0
N718 /0
SAT: 23/26 (88.5%) - found pattern for N718 (found 23/26)
SAT: processing 24/26 (92.3%) - fault N720 s-a-0
N720 /0
SAT: 24/26 (92.3%) - found pattern for N720 (found 24/26)
SAT: processing 25/26 (96.2%) - fault N721 s-a-0
N721 /0
SAT: 25/26 (96.2%) - found pattern for N721 (found 25/26)
SAT: processing 26/26 (100.0%) - fault N722 s-a-0
N722 /0
SAT: 26/26 (100.0%) - found pattern for N722 (found 26/26)

Diagnostic: testing each SAT solution as single full-vector pattern (1 -> all-ones, 0 -> zero)
Diagnostic per-fault N707 /0 -> det: 11111111111111111111111111111111
  Final outputs (boolean evaluator):
    N724 -> good: 1, faulty: 1
    N725 -> good: 0, faulty: 0
    N726 -> good: 0, faulty: 0
    N727 -> good: 1, faulty: 1
    N728 -> good: 0, faulty: 0
    N729 -> good: 1, faulty: 1
    N730 -> good: 0, faulty: 0
    N731 -> good: 1, faulty: 1
    N732 -> good: 1, faulty: 1
    N733 -> good: 0, faulty: 0
    N734 -> good: 0, faulty: 0
    N735 -> good: 0, faulty: 0
    N736 -> good: 1, faulty: 1
    N737 -> good: 0, faulty: 0
    N738 -> good: 1, faulty: 1
    N739 -> good: 1, faulty: 0
    N740 -> good: 0, faulty: 0
    N741 -> good: 1, faulty: 1
    N742 -> good: 1, faulty: 1
    N743 -> good: 1, faulty: 1
    N744 -> good: 0, faulty: 0
    N745 -> good: 0, faulty: 0
    N746 -> good: 1, faulty: 1
    N747 -> good: 1, faulty: 1
    N748 -> good: 0, faulty: 0
    N749 -> good: 0, faulty: 0
    N750 -> good: 0, faulty: 0
    N751 -> good: 0, faulty: 0
    N752 -> good: 0, faulty: 0
    N753 -> good: 0, faulty: 0
    N754 -> good: 0, faulty: 0
    N755 -> good: 1, faulty: 1
  Final outputs (PPSFP simulator, 32-bit words):
PPSFP simulation results:
  good circuit patterns:
    N1 -> 11111111111111111111111111111111
    N101 -> 00000000000000000000000000000000
    N105 -> 00000000000000000000000000000000
    N109 -> 00000000000000000000000000000000
    N113 -> 00000000000000000000000000000000
    N117 -> 00000000000000000000000000000000
    N121 -> 00000000000000000000000000000000
    N125 -> 11111111111111111111111111111111
    N129 -> 00000000000000000000000000000000
    N13 -> 11111111111111111111111111111111
    N130 -> 00000000000000000000000000000000
    N131 -> 00000000000000000000000000000000
    N132 -> 00000000000000000000000000000000
    N133 -> 00000000000000000000000000000000
    N134 -> 11111111111111111111111111111111
    N135 -> 11111111111111111111111111111111
    N136 -> 00000000000000000000000000000000
    N137 -> 11111111111111111111111111111111
    N17 -> 00000000000000000000000000000000
    N21 -> 11111111111111111111111111111111
    N25 -> 00000000000000000000000000000000
    N250 -> 11111111111111111111111111111111
    N251 -> 11111111111111111111111111111111
    N252 -> 11111111111111111111111111111111
    N253 -> 11111111111111111111111111111111
    N254 -> 11111111111111111111111111111111
    N255 -> 00000000000000000000000000000000
    N256 -> 11111111111111111111111111111111
    N257 -> 11111111111111111111111111111111
    N258 -> 11111111111111111111111111111111
    N259 -> 00000000000000000000000000000000
    N260 -> 00000000000000000000000000000000
    N261 -> 00000000000000000000000000000000
    N262 -> 00000000000000000000000000000000
    N263 -> 00000000000000000000000000000000
    N264 -> 00000000000000000000000000000000
    N265 -> 11111111111111111111111111111111
    N266 -> 00000000000000000000000000000000
    N267 -> 00000000000000000000000000000000
    N268 -> 00000000000000000000000000000000
    N269 -> 00000000000000000000000000000000
    N270 -> 00000000000000000000000000000000
    N271 -> 11111111111111111111111111111111
    N272 -> 11111111111111111111111111111111
    N273 -> 00000000000000000000000000000000
    N274 -> 11111111111111111111111111111111
    N275 -> 00000000000000000000000000000000
    N276 -> 11111111111111111111111111111111
    N277 -> 00000000000000000000000000000000
    N278 -> 00000000000000000000000000000000
    N279 -> 11111111111111111111111111111111
    N280 -> 00000000000000000000000000000000
    N281 -> 00000000000000000000000000000000
    N282 -> 00000000000000000000000000000000
    N283 -> 00000000000000000000000000000000
    N284 -> 11111111111111111111111111111111
    N285 -> 00000000000000000000000000000000
    N286 -> 00000000000000000000000000000000
    N287 -> 00000000000000000000000000000000
    N288 -> 00000000000000000000000000000000
    N289 -> 11111111111111111111111111111111
    N29 -> 11111111111111111111111111111111
    N290 -> 00000000000000000000000000000000
    N293 -> 00000000000000000000000000000000
    N296 -> 11111111111111111111111111111111
    N299 -> 00000000000000000000000000000000
    N302 -> 11111111111111111111111111111111
    N305 -> 00000000000000000000000000000000
    N308 -> 00000000000000000000000000000000
    N311 -> 11111111111111111111111111111111
    N314 -> 11111111111111111111111111111111
    N315 -> 11111111111111111111111111111111
    N316 -> 11111111111111111111111111111111
    N317 -> 00000000000000000000000000000000
    N318 -> 00000000000000000000000000000000
    N319 -> 11111111111111111111111111111111
    N320 -> 00000000000000000000000000000000
    N321 -> 11111111111111111111111111111111
    N33 -> 11111111111111111111111111111111
    N338 -> 00000000000000000000000000000000
    N339 -> 11111111111111111111111111111111
    N340 -> 11111111111111111111111111111111
    N341 -> 00000000000000000000000000000000
    N342 -> 11111111111111111111111111111111
    N343 -> 11111111111111111111111111111111
    N344 -> 11111111111111111111111111111111
    N345 -> 11111111111111111111111111111111
    N346 -> 11111111111111111111111111111111
    N347 -> 11111111111111111111111111111111
    N348 -> 11111111111111111111111111111111
    N349 -> 11111111111111111111111111111111
    N350 -> 00000000000000000000000000000000
    N351 -> 00000000000000000000000000000000
    N352 -> 00000000000000000000000000000000
    N353 -> 00000000000000000000000000000000
    N354 -> 00000000000000000000000000000000
    N367 -> 00000000000000000000000000000000
    N37 -> 00000000000000000000000000000000
    N380 -> 00000000000000000000000000000000
    N393 -> 11111111111111111111111111111111
    N406 -> 00000000000000000000000000000000
    N41 -> 00000000000000000000000000000000
    N419 -> 11111111111111111111111111111111
    N432 -> 00000000000000000000000000000000
    N445 -> 11111111111111111111111111111111
    N45 -> 00000000000000000000000000000000
    N49 -> 11111111111111111111111111111111
    N5 -> 00000000000000000000000000000000
    N53 -> 00000000000000000000000000000000
    N554 -> 11111111111111111111111111111111
    N555 -> 11111111111111111111111111111111
    N556 -> 11111111111111111111111111111111
    N557 -> 11111111111111111111111111111111
    N558 -> 11111111111111111111111111111111
    N559 -> 00000000000000000000000000000000
    N560 -> 11111111111111111111111111111111
    N561 -> 11111111111111111111111111111111
    N562 -> 00000000000000000000000000000000
    N563 -> 11111111111111111111111111111111
    N564 -> 11111111111111111111111111111111
    N565 -> 00000000000000000000000000000000
    N566 -> 00000000000000000000000000000000
    N567 -> 00000000000000000000000000000000
    N568 -> 00000000000000000000000000000000
    N569 -> 11111111111111111111111111111111
    N57 -> 11111111111111111111111111111111
    N570 -> 11111111111111111111111111111111
    N571 -> 00000000000000000000000000000000
    N572 -> 11111111111111111111111111111111
    N573 -> 11111111111111111111111111111111
    N574 -> 11111111111111111111111111111111
